SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION09285,Undergraduate,Biology,22/2/2025,10.31,2,Writing,3,Idea Drafted,TRUE,3.8
SESSION09286,High School,Math,19/3/2025,28.17,11,Writing,2,Confused,TRUE,2.9
SESSION09287,High School,Engineering,16/6/2025,16.78,5,Writing,5,Idea Drafted,TRUE,4.3
SESSION09288,High School,Business,25/6/2024,14.91,3,Homework Help,3,Assignment Completed,TRUE,3.5
SESSION09289,Undergraduate,Business,31/1/2025,84.75,36,Homework Help,2,Assignment Completed,TRUE,1.8
SESSION09290,Undergraduate,History,30/8/2024,26.85,6,Writing,5,Idea Drafted,TRUE,5
SESSION09291,Graduate,Psychology,30/8/2024,5.88,1,Writing,4,Confused,FALSE,3.5
SESSION09292,Undergraduate,Business,6/1/2025,16.2,3,Homework Help,4,Assignment Completed,TRUE,3.3
SESSION09293,High School,Psychology,18/1/2025,10.4,3,Coding,3,Assignment Completed,TRUE,2.8
SESSION09294,Graduate,Biology,16/4/2025,30.61,13,Writing,3,Assignment Completed,FALSE,1.7
SESSION09295,High School,History,23/5/2025,8.65,1,Homework Help,5,Confused,TRUE,5
SESSION09296,Undergraduate,Engineering,10/10/2024,11.03,2,Coding,3,Idea Drafted,TRUE,3.8
SESSION09297,Undergraduate,Business,23/6/2025,32.04,12,Coding,2,Assignment Completed,FALSE,2
SESSION09298,Undergraduate,History,17/2/2025,13.39,3,Homework Help,2,Assignment Completed,TRUE,1.8
SESSION09299,Graduate,Engineering,7/1/2025,32.58,9,Research,4,Idea Drafted,TRUE,3.9
SESSION09300,Undergraduate,Math,17/12/2024,5.49,2,Writing,4,Idea Drafted,TRUE,5
SESSION09301,Undergraduate,History,17/4/2025,17.81,3,Studying,4,Idea Drafted,TRUE,4.2
SESSION09302,Undergraduate,Business,6/10/2024,3.25,1,Brainstorming,2,Confused,TRUE,2.1
SESSION09303,Graduate,Biology,28/5/2025,26.52,5,Homework Help,2,Assignment Completed,FALSE,2.3
SESSION09304,Undergraduate,Psychology,26/10/2024,25.7,5,Homework Help,5,Assignment Completed,FALSE,5
SESSION09305,High School,History,12/4/2025,13.85,6,Coding,2,Assignment Completed,TRUE,2.5
SESSION09306,Undergraduate,Psychology,7/11/2024,8.12,1,Homework Help,5,Confused,FALSE,5
SESSION09307,Graduate,Business,6/8/2024,3.45,1,Brainstorming,5,Assignment Completed,FALSE,4.8
SESSION09308,Undergraduate,Biology,22/5/2025,8.92,2,Studying,4,Assignment Completed,FALSE,3.7
SESSION09309,Undergraduate,History,25/3/2025,32.12,15,Writing,4,Assignment Completed,TRUE,5
SESSION09310,Undergraduate,Psychology,24/9/2024,2.02,1,Studying,4,Assignment Completed,TRUE,4.5
SESSION09311,High School,Computer Science,12/5/2025,8.72,2,Studying,3,Gave Up,TRUE,2.8
SESSION09312,High School,Math,12/5/2025,45.08,19,Coding,5,Assignment Completed,FALSE,5
SESSION09313,Undergraduate,Business,17/4/2025,44.75,10,Writing,4,Idea Drafted,FALSE,4.5
SESSION09314,Graduate,Psychology,29/10/2024,16.03,6,Writing,5,Assignment Completed,TRUE,5
SESSION09315,Undergraduate,History,18/1/2025,5.3,1,Studying,1,Assignment Completed,TRUE,1.8
SESSION09316,Undergraduate,Psychology,10/4/2025,10.95,4,Studying,4,Confused,FALSE,4.9
SESSION09317,Undergraduate,Biology,5/6/2025,4.18,1,Studying,3,Idea Drafted,TRUE,2.2
SESSION09318,Graduate,History,17/12/2024,20.59,8,Writing,4,Idea Drafted,TRUE,4.2
SESSION09319,Graduate,Biology,15/8/2024,25.17,8,Studying,5,Assignment Completed,TRUE,4.3
SESSION09320,Undergraduate,Engineering,18/5/2025,22.85,8,Studying,2,Idea Drafted,TRUE,1
SESSION09321,High School,History,31/12/2024,18.05,5,Research,5,Assignment Completed,TRUE,5
SESSION09322,Graduate,Biology,10/8/2024,7.09,2,Studying,4,Confused,TRUE,4.7
SESSION09323,High School,Biology,17/12/2024,29.79,13,Writing,5,Assignment Completed,TRUE,5
SESSION09324,High School,Business,5/10/2024,8.76,2,Homework Help,4,Confused,FALSE,3.5
SESSION09325,High School,Computer Science,3/6/2025,59.31,27,Studying,3,Idea Drafted,TRUE,2.8
SESSION09326,Undergraduate,History,8/9/2024,16.94,5,Writing,3,Idea Drafted,TRUE,3.8
SESSION09327,High School,Engineering,2/7/2024,19.5,5,Writing,5,Idea Drafted,TRUE,4.1
SESSION09328,Undergraduate,Biology,28/2/2025,8.26,2,Studying,3,Assignment Completed,TRUE,5
SESSION09329,Undergraduate,Business,5/12/2024,11.72,4,Brainstorming,4,Idea Drafted,FALSE,4.6
SESSION09330,Undergraduate,Biology,3/5/2025,11.69,4,Research,4,Idea Drafted,FALSE,3.5
SESSION09331,Graduate,Engineering,24/1/2025,66.34,14,Homework Help,3,Gave Up,TRUE,2.3
SESSION09332,Undergraduate,Psychology,27/1/2025,38.05,9,Writing,2,Confused,TRUE,2.5
SESSION09333,Undergraduate,History,9/8/2024,12.59,3,Writing,4,Assignment Completed,TRUE,4.3
SESSION09334,Undergraduate,Psychology,26/4/2025,25.54,11,Homework Help,5,Assignment Completed,TRUE,5
SESSION09335,Graduate,Biology,4/8/2024,10.95,2,Homework Help,3,Assignment Completed,TRUE,3.7
SESSION09336,Undergraduate,History,14/4/2025,24.43,10,Writing,3,Assignment Completed,TRUE,2.4
SESSION09337,High School,History,20/11/2024,56.32,18,Writing,3,Assignment Completed,TRUE,1
SESSION09338,High School,History,15/5/2025,24.68,6,Writing,3,Confused,TRUE,3.5
SESSION09339,High School,Biology,13/5/2025,8.85,2,Studying,4,Idea Drafted,TRUE,3.9
SESSION09340,High School,Math,8/5/2025,21.46,7,Coding,4,Assignment Completed,FALSE,3.6
SESSION09341,Undergraduate,Business,7/10/2024,50.84,19,Studying,3,Gave Up,TRUE,4
SESSION09342,High School,Engineering,21/4/2025,39.29,9,Studying,4,Confused,TRUE,3.7
SESSION09343,Undergraduate,Biology,30/3/2025,16.12,4,Homework Help,3,Assignment Completed,TRUE,3.5
SESSION09344,Undergraduate,Engineering,17/4/2025,5.19,2,Writing,5,Assignment Completed,TRUE,4.4
SESSION09345,Undergraduate,Math,11/5/2025,8.85,2,Writing,4,Assignment Completed,TRUE,4.5
SESSION09346,Undergraduate,Psychology,7/7/2024,9.35,2,Studying,4,Assignment Completed,TRUE,3.9
SESSION09347,High School,Math,10/9/2024,39.72,11,Coding,4,Assignment Completed,FALSE,3.9
SESSION09348,Graduate,Computer Science,20/10/2024,36.82,8,Writing,4,Assignment Completed,TRUE,4
SESSION09349,High School,Biology,12/9/2024,26.32,12,Coding,3,Confused,TRUE,3.9
SESSION09350,Graduate,Psychology,8/2/2025,42,9,Homework Help,4,Idea Drafted,TRUE,4.6
SESSION09351,Graduate,Engineering,5/1/2025,22.65,6,Studying,3,Assignment Completed,TRUE,3.3
SESSION09352,Undergraduate,Math,15/4/2025,5.63,2,Writing,4,Assignment Completed,TRUE,4.1
SESSION09353,Graduate,History,13/1/2025,7.32,1,Homework Help,3,Assignment Completed,TRUE,4.5
SESSION09354,Undergraduate,Math,8/6/2025,17.64,5,Homework Help,4,Assignment Completed,FALSE,4.2
SESSION09355,Undergraduate,Psychology,19/7/2024,16.27,6,Writing,5,Assignment Completed,TRUE,4.1
SESSION09356,Graduate,Computer Science,6/1/2025,14.23,4,Writing,4,Assignment Completed,FALSE,4.4
SESSION09357,Undergraduate,Math,1/1/2025,34.3,7,Homework Help,3,Idea Drafted,TRUE,2.9
SESSION09358,Undergraduate,Computer Science,11/9/2024,23.67,9,Brainstorming,3,Idea Drafted,TRUE,2.8
SESSION09359,Undergraduate,Engineering,22/1/2025,45.34,13,Studying,4,Assignment Completed,FALSE,3.6
SESSION09360,Graduate,Math,23/12/2024,11.05,2,Homework Help,2,Assignment Completed,TRUE,1.1
SESSION09361,Undergraduate,Psychology,13/12/2024,17.64,5,Homework Help,4,Gave Up,TRUE,4.7
SESSION09362,Undergraduate,Biology,4/3/2025,1.05,1,Writing,3,Gave Up,FALSE,2.4
SESSION09363,Undergraduate,Psychology,10/4/2025,20.15,9,Writing,3,Assignment Completed,TRUE,3.7
SESSION09364,Graduate,Computer Science,10/11/2024,14.35,5,Research,1,Idea Drafted,TRUE,1.3
SESSION09365,High School,Computer Science,8/1/2025,36.1,10,Writing,3,Idea Drafted,TRUE,3.9
SESSION09366,Undergraduate,Business,18/9/2024,26.12,12,Writing,2,Assignment Completed,TRUE,1.4
SESSION09367,Undergraduate,Computer Science,4/4/2025,28.07,7,Coding,2,Assignment Completed,TRUE,4.4
SESSION09368,High School,Computer Science,22/9/2024,1.94,1,Coding,3,Idea Drafted,FALSE,2
SESSION09369,Undergraduate,Math,15/9/2024,9.84,2,Homework Help,4,Assignment Completed,FALSE,3.9
SESSION09370,Graduate,Biology,28/11/2024,50.62,18,Coding,5,Assignment Completed,TRUE,4.7
SESSION09371,Undergraduate,Business,12/10/2024,16.94,5,Writing,4,Assignment Completed,FALSE,3.8
SESSION09372,Undergraduate,Engineering,15/4/2025,27.78,10,Research,4,Assignment Completed,FALSE,4.7
SESSION09373,Undergraduate,History,25/12/2024,24.35,8,Coding,4,Confused,FALSE,4.5
SESSION09374,Graduate,Engineering,15/12/2024,29.8,13,Homework Help,4,Assignment Completed,TRUE,3.2
SESSION09375,High School,Math,29/6/2024,32,10,Studying,4,Idea Drafted,TRUE,4
SESSION09376,Undergraduate,Biology,12/5/2025,28.79,8,Coding,4,Assignment Completed,TRUE,3.9
SESSION09377,Undergraduate,Biology,29/9/2024,44.8,10,Coding,4,Assignment Completed,TRUE,2.1
SESSION09378,Undergraduate,Computer Science,30/7/2024,35.24,7,Writing,5,Idea Drafted,TRUE,5
SESSION09379,Graduate,History,22/9/2024,13.93,4,Writing,2,Idea Drafted,TRUE,2.2
SESSION09380,Graduate,Engineering,29/3/2025,20.42,6,Writing,2,Idea Drafted,TRUE,2.6
SESSION09381,High School,Math,27/6/2024,14.56,3,Coding,3,Assignment Completed,TRUE,4.4
SESSION09382,Graduate,History,13/2/2025,32.21,15,Coding,2,Confused,TRUE,2.5
SESSION09383,Undergraduate,History,28/6/2024,18.55,5,Writing,4,Idea Drafted,TRUE,4.9
SESSION09384,Undergraduate,Business,20/2/2025,32.93,7,Writing,3,Assignment Completed,TRUE,2.9
SESSION09385,Undergraduate,History,13/6/2025,43.22,14,Homework Help,5,Assignment Completed,TRUE,5
SESSION09386,Undergraduate,Math,6/8/2024,22.86,6,Writing,4,Idea Drafted,TRUE,5
SESSION09387,High School,Psychology,24/6/2025,7.16,2,Writing,2,Idea Drafted,TRUE,2.2
SESSION09388,Undergraduate,Biology,6/11/2024,2.16,1,Writing,4,Assignment Completed,TRUE,4.2
SESSION09389,High School,Math,6/9/2024,40.69,9,Writing,1,Idea Drafted,TRUE,1
SESSION09390,Undergraduate,Business,9/1/2025,15.95,4,Writing,4,Gave Up,FALSE,2.9
SESSION09391,Graduate,Business,10/5/2025,37.17,7,Writing,3,Idea Drafted,TRUE,2.1
SESSION09392,Graduate,Biology,26/2/2025,1.85,1,Homework Help,2,Idea Drafted,FALSE,2.4
SESSION09393,Undergraduate,History,29/5/2025,37.75,16,Writing,3,Idea Drafted,FALSE,3.2
SESSION09394,Undergraduate,Business,3/12/2024,8.6,2,Writing,5,Idea Drafted,FALSE,5
SESSION09395,Graduate,Psychology,3/7/2024,21.78,9,Writing,4,Assignment Completed,FALSE,4.4
SESSION09396,High School,Engineering,4/9/2024,29.46,9,Writing,5,Assignment Completed,TRUE,5
SESSION09397,Undergraduate,Business,21/1/2025,23.5,7,Homework Help,4,Idea Drafted,TRUE,4.3
SESSION09398,Undergraduate,Engineering,12/8/2024,21.13,4,Writing,2,Assignment Completed,TRUE,3
SESSION09399,Graduate,Computer Science,24/11/2024,15.38,4,Coding,5,Idea Drafted,TRUE,5
SESSION09400,Undergraduate,Math,14/8/2024,24.45,8,Studying,3,Gave Up,FALSE,2.2
SESSION09401,Undergraduate,Business,6/11/2024,12.2,3,Homework Help,5,Idea Drafted,TRUE,4.4
SESSION09402,Undergraduate,Math,4/10/2024,31.89,7,Homework Help,4,Assignment Completed,FALSE,3.3
SESSION09403,Undergraduate,Math,25/4/2025,22.34,6,Studying,2,Idea Drafted,TRUE,3.1
SESSION09404,Graduate,Biology,27/8/2024,13.66,3,Studying,3,Idea Drafted,TRUE,2.5
SESSION09405,High School,History,9/7/2024,27.61,7,Coding,5,Confused,FALSE,5
SESSION09406,Graduate,Engineering,17/6/2025,12.53,2,Studying,4,Idea Drafted,TRUE,3.2
SESSION09407,High School,Business,3/10/2024,47.49,9,Research,3,Idea Drafted,TRUE,3.4
SESSION09408,Undergraduate,Psychology,20/7/2024,16.43,3,Studying,4,Assignment Completed,TRUE,4.3
SESSION09409,Undergraduate,Psychology,5/3/2025,49.93,21,Coding,4,Idea Drafted,TRUE,4.7
SESSION09410,Undergraduate,Math,19/5/2025,17.44,7,Writing,3,Idea Drafted,TRUE,3.4
SESSION09411,Undergraduate,Engineering,29/8/2024,35.61,7,Coding,5,Assignment Completed,TRUE,4.7
SESSION09412,Undergraduate,Psychology,24/5/2025,24.35,6,Homework Help,3,Assignment Completed,TRUE,3.4
SESSION09413,Graduate,Computer Science,27/5/2025,3.94,1,Writing,5,Idea Drafted,TRUE,4.7
SESSION09414,High School,Computer Science,22/9/2024,6.62,2,Studying,5,Idea Drafted,FALSE,4.9
SESSION09415,Undergraduate,Engineering,6/6/2025,12.38,3,Homework Help,3,Confused,TRUE,4
SESSION09416,Undergraduate,Biology,27/7/2024,42.75,11,Coding,3,Confused,FALSE,2.4
SESSION09417,Graduate,Biology,16/2/2025,9.52,4,Studying,2,Confused,FALSE,1.9
SESSION09418,Undergraduate,Biology,7/7/2024,36.82,8,Homework Help,4,Assignment Completed,TRUE,3.1
SESSION09419,Undergraduate,Engineering,1/4/2025,7.34,2,Homework Help,1,Assignment Completed,TRUE,1
SESSION09420,Undergraduate,History,4/3/2025,15.43,3,Studying,5,Assignment Completed,FALSE,4.4
SESSION09421,Graduate,Engineering,9/11/2024,16.45,5,Studying,3,Gave Up,FALSE,3.7
SESSION09422,Undergraduate,History,15/12/2024,13.65,6,Coding,5,Idea Drafted,FALSE,4.5
SESSION09423,Graduate,Computer Science,20/12/2024,28.03,7,Writing,3,Idea Drafted,TRUE,2
SESSION09424,Undergraduate,Psychology,15/8/2024,66.49,17,Studying,4,Idea Drafted,TRUE,3.7
SESSION09425,High School,Psychology,26/6/2024,38.82,9,Studying,3,Assignment Completed,TRUE,3.8
SESSION09426,Undergraduate,Engineering,6/10/2024,14.95,3,Homework Help,4,Gave Up,FALSE,4.3
SESSION09427,Graduate,Biology,14/4/2025,45.19,10,Writing,4,Confused,FALSE,4.1
SESSION09428,Graduate,History,10/10/2024,30.46,11,Homework Help,3,Assignment Completed,FALSE,3
SESSION09429,High School,Biology,19/7/2024,38.99,16,Writing,3,Assignment Completed,TRUE,4.1
SESSION09430,High School,History,1/7/2024,34.77,13,Studying,3,Assignment Completed,TRUE,1.6
SESSION09431,Undergraduate,Computer Science,15/7/2024,18.79,6,Coding,1,Assignment Completed,TRUE,2.2
SESSION09432,High School,Psychology,25/3/2025,14.89,3,Homework Help,4,Assignment Completed,TRUE,1.7
SESSION09433,Undergraduate,Biology,19/3/2025,50.97,22,Studying,4,Assignment Completed,TRUE,4.6
SESSION09434,High School,History,2/1/2025,3.53,1,Studying,5,Assignment Completed,TRUE,5
SESSION09435,Undergraduate,Business,18/3/2025,17.65,4,Studying,5,Assignment Completed,TRUE,4.7
SESSION09436,Undergraduate,Computer Science,8/2/2025,42.03,11,Homework Help,5,Assignment Completed,FALSE,4.4
SESSION09437,Undergraduate,Engineering,15/5/2025,27.07,5,Brainstorming,2,Idea Drafted,TRUE,1.6
SESSION09438,Graduate,Computer Science,24/3/2025,15.77,6,Writing,4,Idea Drafted,TRUE,4.4
SESSION09439,High School,Engineering,7/10/2024,30.77,7,Research,3,Idea Drafted,FALSE,3.7
SESSION09440,Undergraduate,Business,1/8/2024,19.12,6,Homework Help,3,Idea Drafted,TRUE,2.4
SESSION09441,Undergraduate,Math,29/1/2025,4.61,1,Studying,3,Assignment Completed,FALSE,3.3
SESSION09442,Graduate,Biology,15/9/2024,11.02,3,Studying,2,Assignment Completed,TRUE,1
SESSION09443,Undergraduate,Psychology,24/8/2024,9.02,1,Writing,3,Idea Drafted,FALSE,2.2
SESSION09444,Undergraduate,Biology,7/10/2024,21.49,8,Coding,4,Assignment Completed,TRUE,3.2
SESSION09445,High School,Computer Science,15/11/2024,11.14,2,Studying,4,Idea Drafted,FALSE,3.3
SESSION09446,Undergraduate,History,23/4/2025,16.26,3,Coding,3,Gave Up,FALSE,3.2
SESSION09447,Undergraduate,Computer Science,25/9/2024,1.93,1,Homework Help,3,Gave Up,TRUE,3.1
SESSION09448,Undergraduate,Computer Science,16/5/2025,19.22,6,Coding,3,Confused,TRUE,1.3
SESSION09449,Undergraduate,Psychology,23/1/2025,14.18,5,Writing,3,Assignment Completed,TRUE,2.4
SESSION09450,Undergraduate,Math,28/2/2025,4.3,1,Studying,2,Idea Drafted,FALSE,2.1
SESSION09451,Graduate,Engineering,23/7/2024,34.63,9,Writing,4,Gave Up,FALSE,3.9
SESSION09452,High School,Psychology,17/7/2024,9.5,3,Studying,4,Confused,FALSE,4.4
SESSION09453,High School,Business,20/2/2025,39.41,9,Homework Help,4,Assignment Completed,TRUE,4.7
SESSION09454,Undergraduate,Engineering,28/12/2024,68.41,23,Homework Help,3,Assignment Completed,TRUE,1.6
SESSION09455,High School,Business,28/3/2025,46.82,10,Writing,3,Idea Drafted,FALSE,3.2
SESSION09456,Undergraduate,Engineering,18/2/2025,6.6,1,Homework Help,2,Assignment Completed,TRUE,1
SESSION09457,Undergraduate,History,22/10/2024,13.95,3,Writing,5,Confused,FALSE,5
SESSION09458,Undergraduate,Engineering,1/8/2024,31.47,8,Homework Help,3,Assignment Completed,TRUE,4
SESSION09459,Undergraduate,Engineering,25/2/2025,2.48,1,Brainstorming,2,Idea Drafted,TRUE,1.7
SESSION09460,Undergraduate,Business,17/6/2025,13.04,3,Coding,3,Assignment Completed,TRUE,3.3
SESSION09461,Undergraduate,Math,19/8/2024,36.71,7,Writing,4,Assignment Completed,TRUE,4.8
SESSION09462,Undergraduate,Business,19/8/2024,15.93,3,Homework Help,2,Confused,FALSE,1
SESSION09463,Undergraduate,Business,11/4/2025,0.89,1,Writing,1,Assignment Completed,TRUE,1.2
SESSION09464,Undergraduate,History,9/10/2024,16.47,6,Homework Help,3,Assignment Completed,TRUE,2.2
SESSION09465,Graduate,Psychology,21/1/2025,27.59,7,Writing,4,Assignment Completed,FALSE,3.5
SESSION09466,Undergraduate,Engineering,21/12/2024,20.22,8,Studying,3,Assignment Completed,TRUE,3.3
SESSION09467,Graduate,Business,4/7/2024,2,1,Studying,2,Idea Drafted,TRUE,1.1
SESSION09468,Undergraduate,Math,7/2/2025,2.5,1,Studying,3,Confused,FALSE,3
SESSION09469,Undergraduate,Psychology,3/4/2025,9.75,4,Writing,2,Idea Drafted,TRUE,2.4
SESSION09470,Graduate,History,5/4/2025,10.82,2,Writing,3,Confused,TRUE,3.6
SESSION09471,Undergraduate,Psychology,26/1/2025,29.25,12,Research,3,Assignment Completed,TRUE,1.7
SESSION09472,Undergraduate,Math,25/12/2024,16.48,4,Coding,5,Confused,FALSE,4.6
SESSION09473,Undergraduate,Math,21/8/2024,20.44,9,Studying,3,Confused,TRUE,3.4
SESSION09474,High School,Math,9/4/2025,14.87,5,Studying,5,Assignment Completed,TRUE,5
SESSION09475,Undergraduate,Biology,22/11/2024,5.57,1,Research,3,Idea Drafted,TRUE,3.9
SESSION09476,Undergraduate,Math,1/10/2024,10.18,3,Writing,2,Assignment Completed,TRUE,1.1
SESSION09477,Graduate,History,26/5/2025,11.31,4,Homework Help,4,Idea Drafted,TRUE,2.6
SESSION09478,High School,Engineering,21/6/2025,12.74,3,Research,5,Assignment Completed,TRUE,5
SESSION09479,Undergraduate,Psychology,2/2/2025,20.58,9,Brainstorming,3,Assignment Completed,TRUE,3.7
SESSION09480,Undergraduate,Biology,29/11/2024,12.41,2,Studying,2,Assignment Completed,TRUE,2.4
SESSION09481,High School,Math,11/9/2024,37.02,7,Writing,4,Idea Drafted,TRUE,5
SESSION09482,Graduate,Math,3/9/2024,45.75,22,Studying,3,Gave Up,FALSE,1.3
SESSION09483,Graduate,Psychology,31/8/2024,29.83,8,Studying,4,Gave Up,TRUE,4.9
SESSION09484,Undergraduate,Computer Science,15/11/2024,2.85,1,Homework Help,3,Assignment Completed,FALSE,3.1
SESSION09485,Undergraduate,Computer Science,24/7/2024,25.6,8,Research,3,Idea Drafted,TRUE,1.1
SESSION09486,High School,History,2/1/2025,26.32,7,Homework Help,3,Assignment Completed,TRUE,2.3
SESSION09487,Undergraduate,Math,16/5/2025,14.4,3,Writing,1,Idea Drafted,TRUE,1
SESSION09488,High School,Math,17/10/2024,43.93,13,Brainstorming,2,Gave Up,FALSE,2.1
SESSION09489,Undergraduate,Biology,28/4/2025,4.33,1,Studying,2,Idea Drafted,TRUE,1.4
SESSION09490,Graduate,Math,18/8/2024,25.87,7,Research,3,Assignment Completed,TRUE,3.4
SESSION09491,Undergraduate,Computer Science,4/9/2024,27.15,11,Research,4,Idea Drafted,FALSE,4.2
SESSION09492,Undergraduate,Computer Science,14/10/2024,2.53,1,Coding,5,Idea Drafted,TRUE,3.6
SESSION09493,Undergraduate,Engineering,29/6/2024,4.43,1,Studying,5,Assignment Completed,TRUE,5
SESSION09494,High School,History,4/10/2024,53.73,21,Homework Help,5,Assignment Completed,TRUE,5
SESSION09495,High School,Psychology,13/5/2025,22.21,8,Studying,2,Assignment Completed,TRUE,1
SESSION09496,Undergraduate,Math,4/6/2025,32.74,7,Coding,3,Assignment Completed,TRUE,2.2
SESSION09497,Undergraduate,Biology,20/3/2025,36.15,8,Coding,3,Assignment Completed,FALSE,3.5
SESSION09498,Undergraduate,Business,1/3/2025,21.55,10,Studying,3,Idea Drafted,TRUE,2.1
SESSION09499,Graduate,Psychology,12/3/2025,37.49,9,Homework Help,5,Assignment Completed,TRUE,4.6
SESSION09500,Graduate,Business,15/9/2024,9.18,4,Coding,2,Idea Drafted,FALSE,1.5
SESSION09501,Graduate,Biology,29/8/2024,31.03,12,Coding,4,Confused,TRUE,4.4
SESSION09502,Undergraduate,Psychology,3/12/2024,50.44,10,Coding,5,Assignment Completed,TRUE,5
SESSION09503,Undergraduate,Business,1/8/2024,23.01,7,Writing,5,Assignment Completed,FALSE,5
SESSION09504,Undergraduate,Computer Science,4/8/2024,10.15,2,Homework Help,4,Confused,TRUE,4.3
SESSION09505,Graduate,Biology,17/1/2025,23.54,5,Homework Help,3,Assignment Completed,TRUE,3.9
SESSION09506,Undergraduate,Biology,11/5/2025,49.3,10,Studying,4,Idea Drafted,TRUE,3.1
SESSION09507,Undergraduate,Business,20/2/2025,38.98,14,Coding,2,Idea Drafted,TRUE,2.4
SESSION09508,Undergraduate,Business,14/7/2024,14.49,4,Research,4,Assignment Completed,TRUE,3.8
SESSION09509,Undergraduate,History,7/7/2024,13.07,5,Homework Help,3,Assignment Completed,TRUE,2.9
SESSION09510,Undergraduate,Computer Science,6/9/2024,24.66,6,Writing,3,Assignment Completed,TRUE,1.7
SESSION09511,Undergraduate,Business,20/10/2024,12.2,5,Writing,5,Assignment Completed,TRUE,4.5
SESSION09512,Undergraduate,Computer Science,19/11/2024,33.38,7,Writing,4,Idea Drafted,TRUE,4.1
SESSION09513,Undergraduate,Biology,14/1/2025,8.2,1,Brainstorming,4,Idea Drafted,TRUE,3.7
SESSION09514,Undergraduate,Business,8/12/2024,48.9,10,Studying,2,Assignment Completed,TRUE,3
SESSION09515,Graduate,Engineering,1/8/2024,11.49,3,Research,5,Gave Up,FALSE,5
SESSION09516,Undergraduate,Engineering,18/3/2025,40.02,19,Coding,5,Assignment Completed,FALSE,5
SESSION09517,Undergraduate,Computer Science,19/11/2024,37.33,9,Studying,4,Assignment Completed,TRUE,4.7
SESSION09518,Undergraduate,Math,15/9/2024,8.77,3,Studying,5,Confused,TRUE,5
SESSION09519,Undergraduate,History,13/7/2024,10.15,2,Brainstorming,3,Gave Up,FALSE,2
SESSION09520,Undergraduate,Business,25/12/2024,31.23,12,Coding,3,Assignment Completed,TRUE,1.6
SESSION09521,Undergraduate,Engineering,28/6/2024,48.9,20,Studying,4,Confused,FALSE,3.2
SESSION09522,Undergraduate,Computer Science,20/8/2024,31.34,12,Homework Help,4,Confused,FALSE,3.5
SESSION09523,High School,Engineering,22/1/2025,48.35,18,Research,3,Idea Drafted,TRUE,2.5
SESSION09524,Graduate,Math,26/11/2024,35.75,11,Homework Help,1,Assignment Completed,TRUE,1.2
SESSION09525,Undergraduate,Math,15/12/2024,17.76,8,Coding,2,Gave Up,FALSE,1.9
SESSION09526,Undergraduate,Engineering,20/3/2025,18.74,3,Homework Help,3,Confused,TRUE,3
SESSION09527,Undergraduate,Biology,4/3/2025,24.16,6,Studying,5,Confused,TRUE,4.8
SESSION09528,Graduate,Engineering,28/8/2024,19.29,8,Homework Help,4,Idea Drafted,TRUE,4.1
SESSION09529,Graduate,Psychology,15/7/2024,42.5,12,Writing,4,Gave Up,TRUE,3.2
SESSION09530,High School,History,21/6/2025,13.8,4,Coding,2,Idea Drafted,TRUE,2.7
SESSION09531,Graduate,Engineering,20/6/2025,8,1,Coding,3,Gave Up,TRUE,2.8
SESSION09532,High School,Computer Science,21/8/2024,7.78,2,Coding,2,Confused,TRUE,2.5
SESSION09533,Undergraduate,Psychology,22/4/2025,8.01,1,Brainstorming,4,Idea Drafted,FALSE,5
SESSION09534,Undergraduate,Engineering,7/7/2024,6.28,2,Studying,3,Gave Up,TRUE,2.3
SESSION09535,Undergraduate,History,6/7/2024,3.23,1,Writing,3,Assignment Completed,TRUE,3.4
SESSION09536,Undergraduate,Math,9/2/2025,15.27,5,Writing,5,Assignment Completed,TRUE,4.3
SESSION09537,Undergraduate,Engineering,1/11/2024,46.43,13,Writing,3,Confused,FALSE,3.3
SESSION09538,Undergraduate,Engineering,22/4/2025,21.74,6,Studying,5,Confused,FALSE,5
SESSION09539,Undergraduate,Biology,27/4/2025,43.69,15,Brainstorming,4,Idea Drafted,TRUE,5
SESSION09540,Undergraduate,Business,23/9/2024,60.1,27,Homework Help,3,Assignment Completed,TRUE,1.3
SESSION09541,Undergraduate,Psychology,22/11/2024,9.69,2,Writing,3,Confused,TRUE,2.6
SESSION09542,Undergraduate,Business,5/6/2025,36.61,7,Homework Help,5,Confused,FALSE,3.6
SESSION09543,Graduate,History,1/5/2025,9.84,3,Homework Help,4,Assignment Completed,TRUE,3.9
SESSION09544,Undergraduate,Math,1/12/2024,14.83,3,Homework Help,4,Assignment Completed,TRUE,3.9
SESSION09545,Graduate,Psychology,31/3/2025,16.34,3,Research,5,Confused,TRUE,4.2
SESSION09546,Graduate,Business,15/8/2024,18.14,6,Homework Help,5,Confused,FALSE,5
SESSION09547,Undergraduate,Business,21/7/2024,22.44,5,Research,4,Gave Up,FALSE,3.4
SESSION09548,High School,Math,31/1/2025,7.22,2,Coding,3,Assignment Completed,TRUE,3.1
SESSION09549,Undergraduate,Engineering,10/11/2024,6.13,1,Writing,4,Idea Drafted,TRUE,2.5
SESSION09550,Graduate,Computer Science,8/9/2024,45.47,21,Studying,2,Idea Drafted,TRUE,1.7
SESSION09551,Undergraduate,Psychology,29/11/2024,41.75,9,Coding,4,Idea Drafted,TRUE,4.3
